,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.query,Input.facet,Input.question,Input.reference,Input.t5-candidate,Input.ru-candidate,Input.answer1,Input.answer2,Input.answer3,Input.answer4,Answer.taskAnswers,ans1nat,ans1rel,ans2nat,ans2rel,ans3nat,ans3rel,ans4nat,ans4rel,copy-nat,copy-rel,t5-nat,t5-rel,ru-nat,ru-rel,ref-nat,ref-rel
139,3LEG2HW4VTFUCYNNIH8EJR8U56T2FF,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3LKC68YZ3PVDHBWHM6LCIBTNWL1WOS,APGX2WZ59OWDN,Approved,Fri Jan 27 11:58:09 PST 2023,Fri Jan 27 12:10:15 PST 2023,Fri Feb 03 12:10:15 PST 2023,Fri Jan 27 13:12:00 PST 2023,,,726,100% (51/51),100% (51/51),100% (51/51),to be or not to be that is the question,"find a critical analysis of hamlet\'s \""to be or not to be\"" soliloquy.",are you referring to shakespear,yes hamlets soliloquy,no i want to find a critical analysis of hamlet soliloquy,no i want a critical analysis of hamlet soliloquy,yes hamlets soliloquy,no i want a critical analysis of hamlet soliloquy,no i want to find a critical analysis of hamlet soliloquy,"find a critical analysis of hamlet\'s \""to be or not to be\"" soliloquy.","[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":true,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":true,""ans1rel4"":false,""ans1rel5"":false},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":true,""ans2nat5"":false},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":true,""ans3nat5"":false},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0
140,3VLL1PIEO4GEOM3S6R0ITWRFIGIZO5,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3KWTYT087FVBY7E0DDIB0UCGHJZ5LA,A14W0AXTJ3R19V,Approved,Fri Jan 27 12:29:01 PST 2023,Fri Jan 27 12:29:33 PST 2023,Fri Feb 03 12:29:33 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,32,100% (27/27),100% (27/27),100% (27/27),vanuatu,find a map of the islands of vanuatu.,do you want to know the history,no i just need a map of the islands,no i want to find a map of the islands of vanuatu,no i want a map of the islands of vanuatu,no i just need a map of the islands,no i want a map of the islands of vanuatu,no i want to find a map of the islands of vanuatu,find a map of the islands of vanuatu.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":true,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
141,3VLL1PIEO4GEOM3S6R0ITWRFIGIZO5,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3DUZQ9U6S1GF0EO53DXPGEKAM12SVB,A3HNEYFOIJWPH1,Approved,Fri Jan 27 11:57:08 PST 2023,Fri Jan 27 12:06:15 PST 2023,Fri Feb 03 12:06:15 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,547,100% (62/62),100% (62/62),100% (62/62),vanuatu,find a map of the islands of vanuatu.,do you want to know the history,no i just need a map of the islands,no i want to find a map of the islands of vanuatu,no i want a map of the islands of vanuatu,no i just need a map of the islands,no i want a map of the islands of vanuatu,no i want to find a map of the islands of vanuatu,find a map of the islands of vanuatu.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
142,3VLL1PIEO4GEOM3S6R0ITWRFIGIZO5,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3WMOAN2SRQPIK1W0VHG3HKA4Z2UVN2,A3O7X46E3REM7I,Approved,Fri Jan 27 11:57:11 PST 2023,Fri Jan 27 12:01:48 PST 2023,Fri Feb 03 12:01:48 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,277,100% (36/36),100% (36/36),100% (36/36),vanuatu,find a map of the islands of vanuatu.,do you want to know the history,no i just need a map of the islands,no i want to find a map of the islands of vanuatu,no i want a map of the islands of vanuatu,no i just need a map of the islands,no i want a map of the islands of vanuatu,no i want to find a map of the islands of vanuatu,find a map of the islands of vanuatu.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":true,""ans1rel5"":false},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":true,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
143,3VLL1PIEO4GEOM3S6R0ITWRFIGIZO5,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,36NEMU28XU5PH8B59Q6ZQ74I1LMWMD,A9HQ3E0F2AGVO,Approved,Fri Jan 27 11:58:08 PST 2023,Fri Jan 27 12:04:33 PST 2023,Fri Feb 03 12:04:33 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,385,100% (35/35),100% (35/35),100% (35/35),vanuatu,find a map of the islands of vanuatu.,do you want to know the history,no i just need a map of the islands,no i want to find a map of the islands of vanuatu,no i want a map of the islands of vanuatu,no i just need a map of the islands,no i want a map of the islands of vanuatu,no i want to find a map of the islands of vanuatu,find a map of the islands of vanuatu.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":true,""ans4nat4"":false,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
144,3VLL1PIEO4GEOM3S6R0ITWRFIGIZO5,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3FE2ERCCZC0NX2ZGAK7HQHLR3OYOPP,APGX2WZ59OWDN,Approved,Fri Jan 27 11:57:40 PST 2023,Fri Jan 27 12:00:23 PST 2023,Fri Feb 03 12:00:23 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,163,100% (51/51),100% (51/51),100% (51/51),vanuatu,find a map of the islands of vanuatu.,do you want to know the history,no i just need a map of the islands,no i want to find a map of the islands of vanuatu,no i want a map of the islands of vanuatu,no i just need a map of the islands,no i want a map of the islands of vanuatu,no i want to find a map of the islands of vanuatu,find a map of the islands of vanuatu.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":true,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
145,3VMHWJRYI98VDEQK66T79H2QIFTXFK,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,32SCWG5HIWWX8WTCAOLN9HZ0IOAP67,A14W0AXTJ3R19V,Approved,Fri Jan 27 12:27:10 PST 2023,Fri Jan 27 12:27:39 PST 2023,Fri Feb 03 12:27:39 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,29,100% (27/27),100% (27/27),100% (27/27),hobby stores,what hobby stores carry trains?,are you looking for coupons,no i need to find hobby stores that have trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,what hobby stores carry trains?,no i need to find hobby stores that have trains,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":true,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":false},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
146,3VMHWJRYI98VDEQK66T79H2QIFTXFK,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3MMN5BL1WEWSQA9HZ6VXLATL3SS3ME,A3HNEYFOIJWPH1,Approved,Fri Jan 27 11:57:10 PST 2023,Fri Jan 27 12:08:20 PST 2023,Fri Feb 03 12:08:20 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,670,100% (62/62),100% (62/62),100% (62/62),hobby stores,what hobby stores carry trains?,are you looking for coupons,no i need to find hobby stores that have trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,what hobby stores carry trains?,no i need to find hobby stores that have trains,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":true,""ans3nat5"":false},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
147,3VMHWJRYI98VDEQK66T79H2QIFTXFK,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3PMBY0YE2MV1WQM63Q2T9RRV96Y9CJ,A9HQ3E0F2AGVO,Approved,Fri Jan 27 11:57:55 PST 2023,Fri Jan 27 12:03:02 PST 2023,Fri Feb 03 12:03:02 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,307,100% (35/35),100% (35/35),100% (35/35),hobby stores,what hobby stores carry trains?,are you looking for coupons,no i need to find hobby stores that have trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,what hobby stores carry trains?,no i need to find hobby stores that have trains,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":true,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":false},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
148,3VMHWJRYI98VDEQK66T79H2QIFTXFK,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3J4Q2Z4UTDVG2N9X1JDG7GONBMJWQ0,AFU00NU09CFXE,Approved,Fri Jan 27 11:58:11 PST 2023,Fri Jan 27 12:01:24 PST 2023,Fri Feb 03 12:01:24 PST 2023,Fri Jan 27 13:12:03 PST 2023,,,193,100% (2/2),100% (2/2),100% (2/2),hobby stores,what hobby stores carry trains?,are you looking for coupons,no i need to find hobby stores that have trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,what hobby stores carry trains?,no i need to find hobby stores that have trains,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":true,""ans3nat4"":false,""ans3nat5"":false},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":true,""ans3rel5"":false},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
149,3VMHWJRYI98VDEQK66T79H2QIFTXFK,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:46 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:46 PST 2023,,,3DPNQGW4L07BJ37TC4TZ6JO5RS946Q,APGX2WZ59OWDN,Approved,Fri Jan 27 11:57:44 PST 2023,Fri Jan 27 12:07:31 PST 2023,Fri Feb 03 12:07:31 PST 2023,Fri Jan 27 13:12:04 PST 2023,,,587,100% (51/51),100% (51/51),100% (51/51),hobby stores,what hobby stores carry trains?,are you looking for coupons,no i need to find hobby stores that have trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,no i want to know what hobby stores carry trains,what hobby stores carry trains?,no i need to find hobby stores that have trains,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":true,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
150,3B9J25CZ3J5GELKBLUXJ230V6N0CSH,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Fri Jan 27 11:56:47 PST 2023,5,BatchId:4997713;OriginalHitTemplateId:928390850;,900,604800,Sun Feb 26 11:56:47 PST 2023,,,3QY5DC2MX6C6JUUJS3NLDTZCJ4ZUF5,A2TBXASXZIRNNW,Approved,Fri Jan 27 12:13:35 PST 2023,Fri Jan 27 12:18:39 PST 2023,Fri Feb 03 12:18:39 PST 2023,Fri Jan 27 13:11:56 PST 2023,,,304,100% (14/14),100% (14/14),100% (14/14),cheap internet,i want to find cheap dsl providers.,are you looking for information on any specific internet technology,yes i want to find inexpensive dsl providers,no i want to find cheap dsl providers,no i want to find cheap dsl providers,no i want to find cheap dsl providers,i want to find cheap dsl providers.,no i want to find cheap dsl providers,yes i want to find inexpensive dsl providers,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":true,""ans2nat4"":false,""ans2nat5"":false},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":true,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":true,""ans4rel4"":false,""ans4rel5"":false}}]",5.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0
